"PAG_NAME","ITM_NAME","CDL_NAME","CODE","DECODE","LAST_UPDATE"
"SCOPAAUT","SCAU12","SCOPACAT","3","often","2012-01-09 08:45:02.0"
"DIAGFEAT","DFAKINES","YN","1","Yes","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU12","SCOPACAT","9","use catheter","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU13","SCOPACAT","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU13","SCOPACAT","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU13","SCOPACAT","3","often","2012-01-09 08:45:02.0"
"DIAGFEAT","DFAKINES","YN","0","No","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU13","SCOPACAT","9","use catheter","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU14","SCOPA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU14","SCOPA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU14","SCOPA","3","often","2012-01-09 08:45:02.0"
"DIAGFEAT","DFAGESX","YN","1","Yes","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU15","SCOPA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU15","SCOPA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU15","SCOPA","3","often","2012-01-09 08:45:02.0"
"DIAGFEAT","DFAGESX","YN","0","No","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU16","SCOPA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU16","SCOPA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU16","SCOPA","3","often","2012-01-09 08:45:02.0"
"DATSCAN","VSINTRPT","VSINTRPT","2","Not consistent with evidence","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU17","SCOPA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU17","SCOPA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU17","SCOPA","3","often","2012-01-09 08:45:02.0"
"DATSCAN","VSINTRPT","VSINTRPT","1","Consistent with evidence","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU18","SCOPA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU18","SCOPA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU18","SCOPA","3","often","2012-01-09 08:45:02.0"
"COGCATG","RVWNPSY","YN","1","Yes","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU19","SCOPA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU19","SCOPA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU19","SCOPA","3","often","2012-01-09 08:45:02.0"
"COGCATG","RVWNPSY","YN","0","No","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU2","SCOPA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU2","SCOPA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU2","SCOPA","3","often","2012-01-09 08:45:02.0"
"COGCATG","PTCGBOTH","PTCGBOTH","3","Patient and Caregiver","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU20","SCOPA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU20","SCOPA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU20","SCOPA","3","often","2012-01-09 08:45:02.0"
"COGCATG","PTCGBOTH","PTCGBOTH","2","Caregiver","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU21","SCOPA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU21","SCOPA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU21","SCOPA","3","often","2012-01-09 08:45:02.0"
"COGCATG","PTCGBOTH","PTCGBOTH","1","Patient","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU22","SCOPANA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU22","SCOPANA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU22","SCOPANA","3","often","2012-01-09 08:45:02.0"
"COGCATG","FNCDTCOG","YN","1","Yes","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU22","SCOPANA","9","not applicable","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU23","SCOPANA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU23","SCOPANA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU23","SCOPANA","3","often","2012-01-09 08:45:02.0"
"COGCATG","FNCDTCOG","YN","0","No","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU23","SCOPANA","9","not applicable","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU23A","YN","0","No","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU23A","YN","1","Yes","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU24","SCOPANA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU24","SCOPANA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU24","SCOPANA","3","often","2012-01-09 08:45:02.0"
"COGCATG","COGSTATE","COGSTATE","3","Dementia (PDD)","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU24","SCOPANA","9","not applicable","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU25","SCOPANA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU25","SCOPANA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU25","SCOPANA","3","often","2012-01-09 08:45:02.0"
"COGCATG","COGSTATE","COGSTATE","2","Mild Cognitive Impairment (PD-MCI)","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU25","SCOPANA","9","not applicable","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU26A","YN","0","No","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU26A","YN","1","Yes","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU26B","YN","0","No","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU26B","YN","1","Yes","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU26C","YN","0","No","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU26C","YN","1","Yes","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU26D","YN","0","No","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU26D","YN","1","Yes","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU3","SCOPA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU3","SCOPA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU3","SCOPA","3","often","2012-01-09 08:45:02.0"
"COGCATG","COGSTATE","COGSTATE","1","Normal Cognition (PD-NC)","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU4","SCOPA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU4","SCOPA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU4","SCOPA","3","often","2012-01-09 08:45:02.0"
"COGCATG","COGDXCL","PROBIPD","4","0% - 9%","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU5","SCOPA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU5","SCOPA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU5","SCOPA","3","often","2012-01-09 08:45:02.0"
"COGCATG","COGDXCL","PROBIPD","3","10% - 49%","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU6","SCOPA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU6","SCOPA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU6","SCOPA","3","often","2012-01-09 08:45:02.0"
"COGCATG","COGDXCL","PROBIPD","2","50% - 89%","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU7","SCOPA","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU7","SCOPA","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU7","SCOPA","3","often","2012-01-09 08:45:02.0"
"COGCATG","COGDXCL","PROBIPD","1","90% - 100%","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU8","SCOPACAT","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU8","SCOPACAT","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU8","SCOPACAT","3","often","2012-01-09 08:45:02.0"
"COGCATG","COGDECLN","YN","1","Yes","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU8","SCOPACAT","9","use catheter","2010-12-06 07:13:11.0"
"SCOPAAUT","SCAU9","SCOPACAT","1","sometimes","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU9","SCOPACAT","2","regularly","2012-01-09 08:45:02.0"
"SCOPAAUT","SCAU9","SCOPACAT","3","often","2012-01-09 08:45:02.0"
"COGCATG","COGDECLN","YN","0","No","2012-06-10 00:25:43.0"
"SCOPAAUT","SCAU9","SCOPACAT","9","use catheter","2010-12-06 07:13:11.0"
"SCREEN","APPRDX","APPRDX","1","Parkinson's disease","2010-12-06 07:13:11.0"
"SCREEN","APPRDX","APPRDX","2","Healthy Control","2010-12-06 07:13:11.0"
"SCREEN","GENDER","GENDCHP","0","Female of child bearing potential","2010-12-06 07:13:11.0"
"SCREEN","GENDER","GENDCHP","1","Female of non-child bearing potential","2010-12-06 07:13:11.0"
"SCREEN","GENDER","GENDCHP","2","Male","2010-12-06 07:13:11.0"
"SCREEN","HISPLAT","YNUNOTRP","0","No","2010-12-06 07:13:11.0"
"SCREEN","HISPLAT","YNUNOTRP","1","Yes","2010-12-06 07:13:11.0"
"SCREEN","HISPLAT","YNUNOTRP","2","Unknown or not reported","2010-12-06 07:13:11.0"
"SCREEN","RAASIAN","YNUNOTRP","0","No","2010-12-06 07:13:11.0"
"SCREEN","RAASIAN","YNUNOTRP","1","Yes","2010-12-06 07:13:11.0"
"SCREEN","RAASIAN","YNUNOTRP","2","Unknown or not reported","2010-12-06 07:13:11.0"
"SCREEN","RABLACK","YNUNOTRP","0","No","2010-12-06 07:13:11.0"
"SCREEN","RABLACK","YNUNOTRP","1","Yes","2010-12-06 07:13:11.0"
"SCREEN","RABLACK","YNUNOTRP","2","Unknown or not reported","2010-12-06 07:13:11.0"
"SCREEN","RAHAWOPI","YNUNOTRP","0","No","2010-12-06 07:13:11.0"
"SCREEN","RAHAWOPI","YNUNOTRP","1","Yes","2010-12-06 07:13:11.0"
"SCREEN","RAHAWOPI","YNUNOTRP","2","Unknown or not reported","2010-12-06 07:13:11.0"
"SCREEN","RAINDALS","YNUNOTRP","0","No","2010-12-06 07:13:11.0"
"SCREEN","RAINDALS","YNUNOTRP","1","Yes","2010-12-06 07:13:11.0"
"SCREEN","RAINDALS","YNUNOTRP","2","Unknown or not reported","2010-12-06 07:13:11.0"
"SCREEN","RANOS","YNUNOTRP","0","No","2010-12-06 07:13:11.0"
"SCREEN","RANOS","YNUNOTRP","1","Yes","2010-12-06 07:13:11.0"
"SCREEN","RANOS","YNUNOTRP","2","Unknown or not reported","2010-12-06 07:13:11.0"
"SCREEN","RAWHITE","YNUNOTRP","0","No","2010-12-06 07:13:11.0"
"SCREEN","RAWHITE","YNUNOTRP","1","Yes","2010-12-06 07:13:11.0"
"SCREEN","RAWHITE","YNUNOTRP","2","Unknown or not reported","2010-12-06 07:13:11.0"
"SCREEN","REFERRAL","REFERRAL","01","Site Personnel","2010-12-06 07:13:11.0"
"SCREEN","REFERRAL","REFERRAL","02","PCP","2010-12-06 07:13:11.0"
"ALL","EVENT_ID","EVENT_ID","U05","Unscheduled Visit 05","2011-03-07 13:16:51.0"
"SCREEN","REFERRAL","REFERRAL","04","Family or Friend","2010-12-06 07:13:11.0"
"SCREEN","REFERRAL","REFERRAL","10","Newspaper/Magazine Article","2010-12-06 07:13:11.0"
"SCREEN","REFERRAL","REFERRAL","11","Newspaper/Magazine Ad","2010-12-06 07:13:11.0"
"ALL","EVENT_ID","EVENT_ID","U04","Unscheduled Visit 04","2011-03-07 13:16:51.0"
"ALL","EVENT_ID","EVENT_ID","U03","Unscheduled Visit 03","2011-03-07 13:16:51.0"
"SCREEN","REFERRAL","REFERRAL","30","Advocacy Organization","2010-12-06 07:13:11.0"
"SCREEN","REFERRAL","REFERRAL","31","Support Group","2010-12-06 07:13:11.0"
"SCREEN","REFERRAL","REFERRAL","50","Study Website","2010-12-06 07:13:11.0"
"SCREEN","REFERRAL","REFERRAL","53","Site Website","2010-12-06 07:13:11.0"
"SCREEN","REFERRAL","REFERRAL","54","Study Web Ad","2010-12-06 07:13:11.0"
"SCREEN","REFERRAL","REFERRAL","58","Clinicaltrials.gov","2010-12-06 07:13:11.0"
"SCREEN","REFERRAL","REFERRAL","59","PDtrials.org","2010-12-06 07:13:11.0"
"SCREEN","REFERRAL","REFERRAL","60","Specialist","2010-12-06 07:13:11.0"
"ALL","EVENT_ID","EVENT_ID","U02","Unscheduled Visit 02","2011-03-07 13:16:51.0"
"ALL","EVENT_ID","EVENT_ID","U01","Unscheduled Visit 01","2011-03-07 13:16:51.0"
"ALL","EVENT_ID","EVENT_ID","ST","Symptomatic Therapy","2011-03-07 13:16:51.0"
"SCREEN","REFERRAL","REFERRAL","71","MJFF Communication","2010-12-06 07:13:11.0"
"SCREEN","REFERRAL","REFERRAL","72","Another PD Subject","2010-12-06 07:13:11.0"
"SCREEN","REFERRAL","REFERRAL","80","1-800 Call center","2010-12-06 07:13:11.0"
"SCREEN","REFERRAL","REFERRAL","99","Other (specify in comments)","2010-12-06 07:13:11.0"
"SCREEN","RSNDEC","RSNDEC","01","Confidentiality issues","2010-12-06 07:13:11.0"
"SCREEN","RSNDEC","RSNDEC","03","Protocol too restrictive","2010-12-06 07:13:11.0"
"SCREEN","RSNDEC","RSNDEC","04","Protocol too time intensive","2010-12-06 07:13:11.0"
"SCREEN","RSNDEC","RSNDEC","05","Travel requirements","2010-12-06 07:13:11.0"
"SCREEN","RSNDEC","RSNDEC","06","Family advised declining","2010-12-06 07:13:11.0"
"SCREEN","RSNDEC","RSNDEC","07","Physician advised declining","2010-12-06 07:13:11.0"
"SCREEN","RSNDEC","RSNDEC","08","Enrolled in other study","2010-12-06 07:13:11.0"
"SCREEN","RSNDEC","RSNDEC","09","Not interested","2010-12-06 07:13:11.0"
"ALL","EVENT_ID","EVENT_ID","PW","Premature Withdrawal","2011-03-07 13:16:51.0"
"SCREEN","RSNDEC","RSNDEC","11","Risks of Protocol","2010-12-06 07:13:11.0"
"SCREEN","RSNDEC","RSNDEC","12","Did not agree to lumbar puncture","2010-12-06 07:13:11.0"
"SCREEN","RSNDEC","RSNDEC","99","Other (specify in comments)","2010-12-06 07:13:11.0"
"SCREEN","RSNEXC","RSNEXC","01","Exclusionary medication","2010-12-06 07:13:11.0"
"SCREEN","RSNEXC","RSNEXC","02","Other medical, psychiatric, or surgical","2010-12-06 07:13:11.0"
"SCREEN","RSNEXC","RSNEXC","03","Disease too advanced","2010-12-06 07:13:11.0"
"SCREEN","RSNEXC","RSNEXC","04","DX uncertain","2010-12-06 07:13:11.0"
"ALL","EVENT_ID","EVENT_ID","UT1","Unscheduled T1 DATSCAN F/U","2011-07-08 11:26:13.0"
"SCREEN","RSNEXC","RSNEXC","06","Did not meet other inclusion criteria","2010-12-06 07:13:11.0"
"SCREEN","RSNEXC","RSNEXC","08","Enrolled in other study","2010-12-06 07:13:11.0"
"SCREEN","RSNEXC","RSNEXC","12","Abnormal Safety Labs","2010-12-06 07:13:11.0"
"SCREEN","RSNEXC","RSNEXC","99","Other (specify in comments)","2010-12-06 07:13:11.0"
"SIG","ASSESCMP","YN","0","No","2010-12-06 07:13:11.0"
"SIG","ASSESCMP","YN","1","Yes","2010-12-06 07:13:11.0"
"SIG","COSIG","YN","0","No","2010-12-06 07:13:11.0"
"SIG","COSIG","YN","1","Yes","2010-12-06 07:13:11.0"
"SIG","INVSIG","YN","0","No","2010-12-06 07:13:11.0"
"SIG","INVSIG","YN","1","Yes","2010-12-06 07:13:11.0"
"SIG","LGAE2","LGEVENT","1","Updated log at this visit","2010-12-06 07:13:11.0"
"SIG","LGAE2","LGEVENT","2","No data updates, log not blank","2010-12-06 07:13:11.0"
"SIG","LGAE2","LGEVENT","3","No events reported, log is blank","2010-12-06 07:13:11.0"
"SIG","LGCMED2","LGCMED","1","Updated log at this visit","2010-12-06 07:13:11.0"
"SIG","LGCMED2","LGCMED","2","No data updates, log not blank","2010-12-06 07:13:11.0"
"SIG","LGCMED2","LGCMED","3","No con meds reported, log is blank","2010-12-06 07:13:11.0"
"SIG","LGCONDTN","LGCONDTN","1","Updated log at this visit","2010-12-06 07:13:11.0"
"SIG","LGCONDTN","LGCONDTN","2","No data updates, log not blank","2010-12-06 07:13:11.0"
"SIG","LGCONDTN","LGCONDTN","3","No med conditions reported, log is blank","2010-12-06 07:13:11.0"
"SIG","VISMSRSN","VISMSRSN","1","Scheduling issue with the subject","2010-12-06 07:13:11.0"
"SIG","VISMSRSN","VISMSRSN","10","Other (specify)","2010-12-06 07:13:11.0"
"SIG","VISMSRSN","VISMSRSN","11","Institutionalized","2010-12-06 07:13:11.0"
"SIG","VISMSRSN","VISMSRSN","13","Replaced by Symptomatic Therapy Visit","2010-12-06 07:13:11.0"
"SIG","VISMSRSN","VISMSRSN","2","Scheduling issue with the staff.","2010-12-06 07:13:11.0"
"SIG","VISMSRSN","VISMSRSN","3","Family / Social issues with the subject.","2010-12-06 07:13:11.0"
"SIG","VISMSRSN","VISMSRSN","4","Subject did not return phone calls","2010-12-06 07:13:11.0"
"SIG","VISMSRSN","VISMSRSN","5","Travel Distance","2010-12-06 07:13:11.0"
"SIG","VISMSRSN","VISMSRSN","6","Medical Problems","2010-12-06 07:13:11.0"
"SIG","VISMSRSN","VISMSRSN","7","Military Duty","2010-12-06 07:13:11.0"
"SIG","VISMSRSN","VISMSRSN","8","Financial Issues","2010-12-06 07:13:11.0"
"SIG","VISMSRSN","VISMSRSN","9","Lost to Follow up","2010-12-06 07:13:11.0"
"SIG","VISSTAT","VISSTAT","1","Within window / by investigator / Coord","2010-12-06 07:13:11.0"
"SIG","VISSTAT","VISSTAT","2","Within window / NOT by Invest / Coord","2010-12-06 07:13:11.0"
"SIG","VISSTAT","VISSTAT","3","Not Done (Enter Target Date in Header)","2010-12-06 07:13:11.0"
"SIG","VISSTAT","VISSTAT","4","Out of window / by Investigator / Coord","2010-12-06 07:13:11.0"
"SIG","VISSTAT","VISSTAT","5","Out of window / NOT by Invest / Coord","2010-12-06 07:13:11.0"
"SIG","VISSTAT","VISSTAT","6","Unscheduled Visit","2010-12-06 07:13:11.0"
"SIG","VISSTAT","VISSTAT","7","Other (specify)","2010-12-06 07:13:11.0"
"SOCIOECO","HANDED","HANDED","1","Right","2010-12-06 07:13:11.0"
"SOCIOECO","HANDED","HANDED","2","Left","2010-12-06 07:13:11.0"
"SOCIOECO","HANDED","HANDED","3","Mixed","2010-12-06 07:13:11.0"
"TEL","CNTACTYN","YN","0","No","2010-12-06 07:13:11.0"
"TEL","CNTACTYN","YN","1","Yes","2010-12-06 07:13:11.0"
"TEL","CNTRSN","CNTRSN","1","phone disconnected","2010-12-06 07:13:11.0"
"TEL","CNTRSN","CNTRSN","2","multiple messages","2010-12-06 07:13:11.0"
"TEL","CNTRSN","CNTRSN","3","subject moved-unable to locate","2010-12-06 07:13:11.0"
"TEL","CNTRSN","CNTRSN","5","other (specify)","2010-12-06 07:13:11.0"
"VITAL","BPARM","BPARM","1","right arm","2010-12-06 07:13:11.0"
"VITAL","BPARM","BPARM","2","left arm","2010-12-06 07:13:11.0"
"ALL","EVENT_ID","EVENT_ID","BL","Baseline","2010-12-06 07:13:10.0"
"ALL","EVENT_ID","EVENT_ID","CONSENT","Consent","2010-12-06 07:13:10.0"
"ALL","EVENT_ID","EVENT_ID","CTCCONLY","CTCC Only","2010-12-06 07:13:10.0"
"ALL","EVENT_ID","EVENT_ID","FNL","Final Visit","2010-12-06 07:13:10.0"
"ALL","EVENT_ID","EVENT_ID","LOG","Log","2010-12-06 07:13:10.0"
"ALL","EVENT_ID","EVENT_ID","RANDOM","Randomize","2010-12-06 07:13:10.0"
"ALL","EVENT_ID","EVENT_ID","SC","Screening Visit","2010-12-06 07:13:10.0"
"ALL","EVENT_ID","EVENT_ID","T06","Telephone Contact (Month 6)","2014-01-19 00:30:31.0"
"ALL","EVENT_ID","EVENT_ID","T12","Telephone Contact (Month 12)","2014-01-19 00:30:31.0"
"ALL","EVENT_ID","EVENT_ID","T15","Telephone Contact (Month 15)","2014-01-19 00:30:31.0"
"ALL","EVENT_ID","EVENT_ID","X02","Transfer Event","2014-03-16 00:30:36.0"
"ALL","EVENT_ID","EVENT_ID","V01","Visit 01 (Month 3)","2010-12-06 07:13:10.0"
"ALL","EVENT_ID","EVENT_ID","V02","Visit 02 (Month 6)","2010-12-06 07:13:10.0"
"ALL","EVENT_ID","EVENT_ID","V03","Visit 03 (Month 9)","2010-12-06 07:13:10.0"
"ALL","EVENT_ID","EVENT_ID","V04","Visit 04 (Month 12)","2010-12-06 07:13:10.0"
"ALL","EVENT_ID","EVENT_ID","V05","Visit 05 (Month 18)","2010-12-06 07:13:10.0"
"ALL","EVENT_ID","EVENT_ID","V06","Visit 06 (Month 24)","2010-12-06 07:13:10.0"
"ALL","EVENT_ID","EVENT_ID","V07","Visit 07 (Month 30)","2010-12-06 07:13:10.0"
"ALL","EVENT_ID","EVENT_ID","V08","Visit 08 (Month 36)","2010-12-06 07:13:10.0"
"ALL","EVENT_ID","EVENT_ID","V09","Visit 09 (Month 42)","2010-12-06 07:13:10.0"
"ALL","EVENT_ID","EVENT_ID","V10","Visit 10 (Month 48)","2010-12-06 07:13:10.0"
"ALL","EVENT_ID","EVENT_ID","V11","Visit 11 (Month 54)","2010-12-06 07:13:10.0"
"ALL","EVENT_ID","EVENT_ID","V12","Visit 12 (Month 60)","2010-12-06 07:13:10.0"
"WHOLEBLD","BLDCOLL","LAB","0","Not collected","2010-12-06 07:13:11.0"
"WHOLEBLD","BLDCOLL","LAB","1","Collected","2010-12-06 07:13:11.0"
"SCREEN","REFERRAL","REFERRAL","14","Radio/TV Ad","2010-12-06 07:13:11.0"
"SCREEN","REFERRAL","REFERRAL","15","Radio/TV Story","2010-12-06 07:13:11.0"
"SCREEN","REFERRAL","REFERRAL","16","Online News/Blog/Other","2010-12-06 07:13:11.0"
"SCREEN","REFERRAL","REFERRAL","17","Out of Home Ad","2010-12-06 07:13:11.0"
"SCREEN","REFERRAL","REFERRAL","18","Event","2010-12-06 07:13:11.0"
"AE","RELDSCAN","YN","0","No","2011-02-15 14:27:16.0"
"AE","RELDSCAN","YN","1","Yes","2011-02-15 14:27:16.0"
"AE","RELLP","YN","0","No","2011-02-15 14:27:16.0"
"AE","RELLP","YN","1","Yes","2011-02-15 14:27:16.0"
"AE","RELPRCDR","YN","0","No","2011-02-15 14:27:16.0"
"AE","RELPRCDR","YN","1","Yes","2011-02-15 14:27:16.0"
"CLINLAB","BLDLAB","LABP","0","Not Collected","2011-02-15 14:27:16.0"
"CLINLAB","BLDLAB","LABP","1","Collected","2011-02-15 14:27:16.0"
"CLINLAB","BLDLAB","LABP","2","Partial Collection","2011-02-15 14:27:16.0"
"CLINLAB","BLDLAB","LABP","3","Not Required","2011-02-15 14:27:16.0"
"QUIPCS","CNTRLDSM","YNNA","0","No","2011-02-15 14:27:16.0"
"QUIPCS","CNTRLDSM","YNNA","1","Yes","2011-02-15 14:27:16.0"
